framenumber,x,y,text
1,169,292,"Pree orate 7A
"
1,170,318,"Seta enact 7 Cee ee
"
1,168,337,"Seance)
"
1,169,351,"Cee aa)
"
1,169,377,"Seno @EntityListeners(AuditingEntityListener.class)
"
1,171,398,"ater een cy = 7 ses meena or
"
1,169,408,"@ LocaleContiguration eee Uke) hay Mh lead (Ue sm ee) Re M L-1LLST ie 2:
"
1,169,438,"Terie Re escent tc
"
1,169,447,"© LoggingConfiguration . = Ser . Tr
"
1,170,464,"@ MetricsConfiguration a) a EA) ehh em oy Les Meare (eee =
"
1,164,489,"pee fi ie
"
1,169,518,"eerie tc io eee ee
"
1,169,537,"re rei
"
1,170,551,"© webConfigurer 2 (GLOOM MU Gt Meee Lh Lt) AP ULL PTs ESTOS Ch] cD er
"
1,133,579,"pl rs OR CIN Ta
"
1,171,598,"Ree ea : 4
"
1,4,609,"2 comer} im] private String createdBy; “v8
"
1,0,629,"EB errs —
"
1,2,654,"a Ca ra
"
1,2,670,"“ SR ocne ard eh aT
"
1,3,689,"A Peay @Column(name = ""created_date"", updatable = false) ie
"
1,4,713,"5 ec] sent pena
"
1,2,728,"i os aici a
"
1,1,750,"of eC ad On) PISA Neen CaS lee Leelee Sele sare
"
1,0,775,"es PU a i
"
1,3,796,"2 cael
"
1,2,814,"E canny CRRA bmw elelsh
"
1,0,835,"sg ' Mio Slee @Column(name = ""Last_modified_by"", length = 50)
"
1,1,861,"A rend
"
1,62,873,"oe eed @JsonIqnore
"
1,27,892,"Pc ee en @ Event Log
"
1,2,912,"ae ree aa See eee 2653 LF UTF-8 4spaces# P master ‘
"
3,4,6,"Cx Dee ee ee ue Ui ae re CCU)
"
3,9,32,"CO ace oe ML oe ec ee Sa ee Dee Pa a a = 2 | (lca a ara} fou +)
"
3,3,61,"hare © EF = | & —| ) Avstractausitingentityiave UPA
"
3,2,75,"3 or ST ; mm ;
"
3,1,87,"% Mere it package com.banking.app.domain; iS
"
3,134,119,"Ce cc
"
3,4,139,"F pene ¥
"
3,3,143,"A 3 import ... ae
"
3,4,159,"s Sere a
"
3,2,179,"é eee :
"
3,2,196,"é eae kd
"
3,716,208,"ood
"
3,2,205,"0 ese mr ty 4
"
3,170,235,"Cer eee iy cael ree et aol Ce cae eee ea eee se ae Cee ce el eae eee me meee
"
3,177,249,"Xero eee Met aoe ete ae
"
3,168,273,"© Constants 7
"
3,170,292,"Se ese nmr af
"
3,171,309,"eee uence) rl Gee Nee ey
"
3,168,337,"Seema
"
3,169,351,"CS eect ca)
"
3,170,377,"neo @EntityListeners(AuditingEntityListener.class)
"
3,170,398,"Siete cy = wes moma or
"
3,170,408,"erence SUG eke) hay haa leae (Umesh Re Mn EISLER
"
3,169,438,"Teer ne Reeser
"
3,169,447,"ereren ren tec ree are r . SrTe
"
3,155,458,"PTV ene x) * private static final long serialVersionUID = 1L;| =
"
3,168,497,"eee ae) 7 Es
"
3,169,518,"Seren eto eee Pe
"
3,169,537,"ernie
"
3,170,551,"© webConfigurer (GLOOM MUNG Meech Lt) A ULL PT ASLO h ee] cD er
"
3,133,575,"US @JsonIgnore Saree
"
3,172,598,"Ieee ny : :
"
3,4,605,"2 omer t private String createdBy; “8
"
3,2,629,"By nes ——
"
3,2,650,"ao Cea oa
"
3,2,670,"“ Seeman he =
"
3,3,689,"A Peal @Column(name = ""created_date"", updatable = false) ue
"
3,4,713,"5 eect] nar a
"
3,2,728,"i or ical a
"
3,1,751,"af Pee aris @ private Instant createdDate = Instant.now(); sare
"
3,4,776,"2 SNe ~“
"
3,3,796,"A Coa }
"
3,2,814,"2 aa era ra sity]
"
3,0,835,"sg . Mi Slee @Column(name = ""last_modified_by"", length = 50)
"
3,1,861,"A roe
"
3,62,873,"oe red @JsonIqnore
"
3,27,892,"Pee Re a Cee
"
3,2,912,"ee rere ea ea See 2653 LF UTF-8 4spaces# P master “
"
17,4,6,"eco Dee eee ee Sue ai ae Te CCU)
"
17,9,32,"ea En Re eC it mn meee B~ | | Mtestitsy | > eG G~ ct ZY AOH AG
"
17,3,61,"eotapcoe eon Pon JPA
"
17,1,75,"5 ~—emrjave ee rr .
"
17,6,99,"a ae (CLOCONMUT TNL atl eed ent NLU cL De LO) OL Ee] LD
"
17,134,119,"Ce cc
"
17,3,124,"A ern COE th
"
17,4,157,"z aL) ® private String createdBy; ut
"
17,2,179,"é ete
"
17,2,196,"é eee kd
"
17,2,214,"be ® AsyncConfiguration @CreatedDate
"
17,170,229,"Serene = it ‘i 7
"
17,169,243,"Pee aeeeeer ere (CLOONAUAL Cnt Me MCENROE he] ee LD
"
17,168,276,"Pree @JsonIgnore
"
17,182,297,"a a private Instant createdDate = Instant.now();
"
17,170,318,"eee uence)
"
17,168,337,"Peo er
"
17,169,358,"¢ Pea Mersey)
"
17,187,380,"Reece mec _
"
17,170,388,"eytermern tee @Column(name = ""“Last_modified_by"", length = 50)
"
17,170,418,"Ri en eto Rena
"
17,169,431,"Tr ne et ety , i. ses
"
17,169,448,"Serr een ete i | PAS MCL eee)
"
17,170,478,"Senet a
"
17,164,490,"See ee , F
"
17,3791,507,"Es
"
17,169,508,"eerste ch CLL
"
17,169,532,"Se cec (Clete AUT GT eA LO CCL eet
"
17,170,549,"Sire eieticg Weatianore mero
"
17,133,579,"Se fe
"
17,172,588,"Cites ie aniey ®@ private Instant lastModifiedDate = Instant.now(); ; jaa
"
17,4,611,"g © Card 7 Sa
"
17,3,633,"g
"
17,4,638,"A reas i 7 7 . |
"
17,2,644,"A Preece eec) 48 PPA L AAPL MLL Mae Te med ""dasistderteststr|"" i |
"
17,2,672,"“ COCA arg er
"
17,3788,693,"Tabl
"
17,4,699,"5 ey A F az
"
17,3,709,"s een public String getCreatedBy() { return createdBy; } Mi
"
17,0,729,"cd ead =
"
17,1,749,"of ener 7 7 , A ssi)
"
17,4,768,"2 Conse ea public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } Pal
"
17,3,796,"2 Coad
"
17,3,814,"3 PT) .
"
17,2,818,"Zs <i public Instant getCreatedDate() { return createdDate; }
"
17,2,840,"a eas
"
17,1,859,"A ene °
"
17,62,867,"ees os — — _ en ee si 5
"
17,27,892,"[eae Re ec Tee
"
17,2,912,"a ree ee See 48:49 LF UTF-8 4spaces# P master “
"
16,4,6,"eco Dee eee ee Sue ai ae Te CCU)
"
16,9,32,"ea En Re eC it mn meee B~ | | Mtestitsy | > eG G~ ct ZY AOH AG
"
16,3,61,"eotapcoe eon Pon JPA
"
16,1,75,"5 ~—emrjave ee rr .
"
16,6,99,"a ae (CLOCONMUT TNL atl eed ent NLU cL De LO) OL Ee] LD
"
16,134,119,"Ce cc
"
16,3,124,"A ern COE a
"
16,4,157,"z aL) ® private String createdBy; ut
"
16,2,179,"é ete
"
16,2,196,"é eee kd
"
16,2,214,"u © AsyneContiguration (cerned
"
16,170,229,"Serene = it ‘i 7
"
16,169,243,"Pee aeeeeer ere (CLOONAUAL Cnt Me MCENROE he] ee LD
"
16,168,276,"Pree @JsonIgnore
"
16,182,297,"a a private Instant createdDate = Instant.now();
"
16,170,318,"eee uence)
"
16,168,337,"Peo er
"
16,169,358,"¢ Pea Mersey)
"
16,187,380,"Reece mec _
"
16,170,388,"eytermern tee @Column(name = ""“Last_modified_by"", length = 50)
"
16,170,418,"Ri en eto Rena
"
16,172,430,"Teer ne Re escent e tc , i. ses
"
16,169,448,"Serr een ete i | PAS MCL eee)
"
16,170,478,"Senet a
"
16,171,499,"a cece er) ,
"
16,168,502,"Eee ees SS
"
16,169,532,"Se cec (Clete AUT GT eA LO CCL feet
"
16,133,550,"7 a @isanignors merc
"
16,172,590,"rete ene nny @ PSA Ime eae ole ae ao
"
16,4,611,"g © Card 7 ay 8
"
16,3,633,"g
"
16,4,638,"A reas i 7 7 . |
"
16,2,644,"A Preece eec) 48 PPA L AAPL MLL Mae Te med ""dasistdd"" i |
"
16,2,672,"“ COCA arg er
"
16,3788,693,"Tabl
"
16,4,699,"5 ey A F az
"
16,3,709,"s een public String getCreatedBy() { return createdBy; } Ma
"
16,0,729,"cd ead _
"
16,1,749,"of ener 7 7 , A sane)
"
16,4,768,"2 Conse ea public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } pall
"
16,3,796,"2 Coad
"
16,3,814,"3 PT) .
"
16,2,818,"Zs <i public Instant getCreatedDate() { return createdDate; }
"
16,2,840,"a eas
"
16,1,859,"A ene °
"
16,62,867,"ees os — — _ en ee si 5
"
16,27,892,"[eae Re ec Tee
"
16,2,912,"a ree ee See rey er eee a eee
"
2,4,6,"Cz Da eae ee ue i ae Te CCU)
"
2,9,32,"Se ee ee ee eee tn mee ees Pe ea Sra aac) CW)
"
2,3,61,"bree Cee en ee UPA
"
2,2,73,"B an) 7 == "" - re a
"
2,1,87,"= eee it package com.banking.app.domain; 2
"
2,134,119,"CNT rc
"
2,4,139,"1 ere ;
"
2,3,143,"A a import ... ah
"
2,4,159,"2 Serer a
"
2,2,179,"é eee :
"
2,2,196,"é Teena
"
2,716,208,"oad
"
2,2,205,"0 eset me ey /
"
2,170,233,"Ceres * Base abstract class for entities which will hold definitions for created, last modified by and created,
"
2,174,250,"Melee eer Oe ee ae
"
2,168,273,"© Constants 7
"
2,169,292,"tree erect LZ
"
2,170,318,"eee ene Ce 1 Cee Nace?
"
2,168,337,"eau)
"
2,169,351,"Cee aa)
"
2,169,377,"ceo @EntityListeners(AuditingEntityListener.class)
"
2,170,398,"Ser een cry = . ses moo «ays
"
2,169,408,"eaten ted SG heme) hay ee haa leae (Ue sme et) Re A ILS eZ:
"
2,169,438,"CTR ne Reece e cc
"
2,169,447,"© LoggingConfiguration . eee eee . Srne
"
2,170,462,"@ MetricsConfiguration va * private static final long serialVersionUID = a | =
"
2,161,489,"poe fi en
"
2,169,518,"eerie cio eee NG ee
"
2,169,537,"re rei
"
2,170,551,"© webConfigurer 2 (GLOOM MUNG Meno ch Lt) AP ULL PTs ogee h EM MD er
"
2,133,574,"pl (ORCI nica
"
2,172,589,"Ree ny js 4
"
2,4,609,"2 omer} 7 private String createdBy; “v8
"
2,3,629,"Bi ren oo
"
2,2,654,"a ca oa
"
2,2,670,"“ SR acne ard ea =
"
2,0,691,"Fa Peay @Column(name = ""created_date"", updatable = false) uae
"
2,3,713,"5 ec] nar pena
"
2,2,728,"é acd aint a
"
2,1,750,"* Pee Rcris co private Instant createdDate = Instant.now(); sare
"
2,4,776,"2 Pea aa ~“
"
2,3,792,"A Coa ead .
"
2,2,814,"2 a erat paattN
"
2,0,835,"ss ' Mielec @Column(name = ""Last_modified_by"", length = 50)
"
2,1,861,"A ron
"
2,62,873,"oe ed @JsonIqnore
"
2,27,892,"[ace Re Ciena
"
2,2,912,"eee ee ee ee 2653 LF UTF-8 4spaces# P master ‘
"
33,4,6,"Lad a eee ea aC)
"
33,9,32,"DO w eee oe CLL ee) ae TS Le PS ako ae - 2 |S (cic ae Ar Cen Be ae + }
"
33,3,61,"Piolaccaes Coa ee eee ne erred
"
33,4,75,"a er —_
"
33,2,90,"& re)
"
33,1,99,"< SLES
"
33,134,119,"ee) PU Kem es Kemet nee (GR: me De nase ea Ce
"
33,3,139,"¢ pene
"
33,4,154,"a Sec]
"
33,2,178,"= eels public String getTransactionId() { return transactionId; }
"
33,4,196,"a CS tsa
"
33,2,214,"u rene Met
"
33,178,232,"kere eon) public Debit transactionId(String transactionId) {
"
33,187,259,"(ole eect ie ‘ z A
"
33,170,258,"anneal CRs Raut st Ce
"
33,168,277,"© Constants
"
33,176,295,"dere een Mey return this;
"
33,170,318,"eee uence) ”
"
33,168,337,"Seema)
"
33,169,358,"Seren mete
"
33,170,377,"ee public void setTransactionId(String transactionId) { this.transactionId = transactionId; }
"
33,170,398,"Ser een cy
"
33,170,418,"SMe en eto
"
33,151,434,"SR ae ase Eo public Double getMoneyAmount() { return moneyAmount; }
"
33,170,457,"amen
"
33,170,478,"Senet
"
33,159,493,"Perel aa) public Debit moneyAmount(Double moneyAmount) {
"
33,169,518,"eerste F Z .
"
33,170,528,"Pena BeNOR OU
"
33,170,552,"CeCe cd a-ha ae Se ™
"
33,133,579,"Se ,
"
33,172,598,"SUE ant)
"
33,4,616,"s © Card
"
33,3,633,"8 4 P .
"
33,3,637,"2 er public void setMoneyAmount(Double moneyAmount) { this.moneyAmount = moneyAmount; }
"
33,2,659,"a Pees ecee try
"
33,2,676,"“ Cut arg
"
33,3,699,"A ee ay public Boolean isStatus() { return status; }
"
33,4,719,"5 ey
"
33,2,739,"é ead
"
33,1,755,"x Crs PLO Goa) NRRL: lel RSLS
"
33,4,778,"A rca F
"
33,3,789,"2 Ps Sapa eae
"
33,2,817,"A carl) ica a eae
"
33,2,839,"z eas ,
"
33,1,859,"A ene
"
33,62,878,"ees
"
33,27,892,"[eee Re > no Cree
"
33,2,912,"a een ar el See ee ee ett ce eee ae ee
"
27,4,6,"[aad Dare oe eer SUC EC ULI]
"
27,9,32,"Cae CU ee a Ord yO a a a ee a | Can aa Ono moa +)
"
27,3,61,"Roloc Ceca ee eee eer eeree t JPA
"
27,1,82,": an cere PEI Mer P-L San Be) eR (eB As y
"
27,134,119,"Ce cc
"
27,3,139,"4 2 oli import org.hibernate.annotations.Cache; Lif
"
27,0,168,"io Peers ST Laem BENTcI MT Tec T Con e-b ee Red TOM Oe-Teng Le LoLU I Ta hon Neneh us
"
27,2,192,"2 Peon a us
"
27,2,214,"a renee met i
"
27,170,232,"Cerra import javax.persistence.*;
"
27,170,258,"Cee eee cy
"
27,168,277,"xeon ; oo. —_
"
27,170,292,"Perce ede SU CEP rere ork T
"
27,181,309,"eee ernie cuey import java.util. Objects; al
"
27,168,337,"Peon er za
"
27,169,358,"ere mete
"
27,170,377,"Serena Mey a
"
27,170,398,"Stereo cy ;
"
27,170,409,"are eee ee
"
27,169,437,"err ene etn Mey vA
"
27,170,458,"meee eee HE Cy ai
"
27,170,463,"Senecio abdae | UPA
"
27,159,491,"Eee ee TL @Table(name = ""card"") 7
"
27,169,518,"iter iad (OMT ACT: em OC CoOL ASS hs) Ce 2 Bae
"
27,170,538,"reece
"
27,170,550,"© WebConfigurer j= public class Card implements Serializable { been
"
27,133,579,"er —
"
27,172,594,"eee ny ; oo. . ; =
"
27,4,609,"2 omer} PP AYE Le Dew Rom ALT LOMA MTs ee ewe ee Na
"
27,0,629,"EB ones _
"
27,2,659,"@ pe ee _
"
27,2,670,"“ Seren ca oo L
"
27,3,698,"A Peay Q@GeneratedValue(strategy = GenerationType. IDENTITY) er
"
27,4,718,"5 ec] R a a
"
27,2,726,"4 Cs a private Long id; _
"
27,1,755,"* are _
"
27,4,778,"Si aaa (CLAVE eM ae TT Ta or
"
27,3,796,"A Cee cL) na
"
27,0,808,"cy Pty ca private String cardNumber; _
"
27,2,833,"z eas ws
"
27,1,853,"A ene L
"
27,62,872,"es Column(name = ""pin"")
"
27,27,892,"[eR eee
"
27,2,912,"ee rear eae See ee ey 301 LF UTF-8 4spaces# P master “
"
26,4,6,"eco Lick real lec erable aed exam
"
26,9,32,"Bence En RnR a mae mc mnemonic) yO aa ta ee a ct ZY AOH AG
"
26,3,61,"oiaoce as Cea ee eee er eeree t JPA
"
26,4,71,"a er ea a 7
"
26,1,86,". Se Serer package com.banking.app.domain; ae iE
"
26,134,119,"CM cc

"
26,3,139,"7 pene rn : ir
"
26,4,159,"s Serer si
"
26,0,168,"io ete
"
26,2,192,"A Cesena Jk ci
"
26,2,214,"u Semen -

"
26,170,235,"Cer eee iy cea Tae)

"
26,169,256,"PRel secre Me yA aii

"
26,180,277,"ete ; =

"
26,170,293,"reeset casas a

"
26,170,318,"eee ecu cuey 7 @Table(name = “card"")

"
26,168,337,"Peon er

"
26,169,347,"@ FeignContiguration @Cache(usage = CacheConcurrencyStrategy .NONSTRICT_READ_WRITE)

"
26,170,377,"ee = public class Card implements Serializable {

"
26,170,398,"© LiquibaseConfiguration

"
26,170,418,"CMe en eto Pa

"
26,162,432,"CORR Re see PLR 1S Meh kom ATOR) CL ae ce ny)

"
26,170,457,"amen

"
26,170,478,"Senet rn

"
26,158,492,"Pere een) @Id beat

"
26,169,514,"@ Secir tyContiguration @GeneratedValue(strategy = GenerationType. IDENTITY) Fee

"
26,170,533,"RCC) i"" :

"
26,171,551,"heroes & PEN ESaL Be a

"
26,133,579,"er ee

"
26,172,594,"eee ny a
"
26,4,611,"e rel @Column(name = ""card_number"") na
"
26,0,629,"EB ey ® private String cardNumber; —
"
26,2,659,"i See ae _
"
26,2,676,"“ Cut arg —
"
26,3,698,"A eal @Column(name = ""pin"") re
"
26,4,718,"a rec] 5 A eas a
"
26,2,722,"4 CS .] PN m st [_
"
26,1,755,"* en rs E{0) =
"
26,4,773,"a Com een al eMC Meme Te toca ear
"
26,3,782,"3 Ps Eases ca
"
26,2,808,"E cae Ty ca private Double balance; Le
"
26,2,833,"z eas MS
"
26,1,853,"A ene - _

"
26,62,872,"es // jhipster-needle-entity-add-field - JHipster will add fields here, do not remove
"
26,27,892,"[eee Re Cee

"
26,2,912,"a ree ee Se ee ee 301 LF UTF-8 4spaces# P master “
"
32,4,6,"Lad Ree ee RC)
"
32,9,32,"COC a eee ee MCL ee) eT Le Pe eo a - 2 | (cc ae aera Cen me a + )
"
32,3,61,"P iolaoccaes Coa ee eee nt erred
"
32,4,75,"a ws java ——————
"
32,2,90,"a re)
"
32,1,99,"e See
"
32,134,119,"ene) private String transactionId;
"
32,3,139,"¢ pene
"
32,4,154,"4 eerie] 1
"
32,2,179,"= Sea private Double moneyAmount;
"
32,2,198,"a Srna ns
"
32,2,214,"a renee
"
32,170,238,"Slee cry
"
32,170,258,"Rei ee eee cy r
"
32,168,270,"© Constants PIR hs le ea
"
32,170,297,"Sere Coen ey
"
32,170,318,"eee uence)
"
32,168,337,"Peon er
"
32,154,352,"Caucus private Double accountBalance;
"
32,170,377,"eect
"
32,170,398,"Ser Eee cy
"
32,170,412,"CMe erect public Long getId() { return id; }
"
32,169,438,"Teer ne Reeser e tc
"
32,176,457,"rere enrol : : A me A
"
32,170,472,"Sree DUST TE as CG Cea eee ae Cree
"
32,168,499,"See ae
"
32,169,518,"Seren ete A , A ‘
"
32,233,526,"een public String getTransactionId() { return transactionId; }
"
32,170,558,"© WebConfigurer as
"
32,133,579,"er : A P .
"
32,172,588,"eer ens public Debit transactionId(String transactionId) {
"
32,0,612,"EI © Card this.transactionId = transactionId;
"
32,4,629,"A Dec f
"
32,3,637,"2 2 cadena
"
32,2,649,"go Paes eee try
"
32,2,675,"“ SR oon ard eg
"
32,4,699,"3 oy
"
32,3,715,"5 ey - P . . . "" 7 7
"
32,2,732,"& oe ate public void setTransactionId(String transactionId) { this.transactionId = transactionId; }
"
32,0,751,"as en ac
"
32,4,778,". eco ;
"
32,3,791,"5 err) LOMO Rom LU CMR nee Ue Oe eae Mea ele
"
32,2,814,"g Perl)
"
32,0,828,"rf eas A A
"
32,1,848,"A eres public Debit moneyAmount(Double moneyAmount) {
"
32,62,878,"ees Be RT tne me Oe et nese
"
32,27,892,"[eee Re > Cree
"
32,2,912,"a ere en See ee Pett cae eee ae ee
"
18,4,6,"eco Dee eee ee Sue ai ae Te CCU)
"
18,9,32,"Dae RU a ee eee B~ | | Mtestitsy | > eG G~ ct ZY AOH AG
"
18,3,61,"eotapcoe eon Pon JPA
"
18,1,75,"5 ~—emrjave ee rr .
"
18,6,99,"a ae (CLOCONMUT TNL atl eed ent NLU cL De LO) OL Ee] LD
"
18,134,119,"Ce cc
"
18,3,127,"2 ere @JsonIgnore us
"
18,4,157,"z aL) ® private String createdBy; ut
"
18,0,168,"io ete
"
18,4,196,"a CS tsa
"
18,2,214,"be ® AsyncConfiguration @CreatedDate
"
18,170,229,"Serene = it ‘i 7
"
18,169,246,"Perris ere @Column(name = ""created_date"", updatable = false)
"
18,168,276,"Pree @JsonIgnore
"
18,200,297,"ee da ® PSN ETS Oe te ee set 1
"
18,170,318,"eee uence)
"
18,168,337,"Peo er
"
18,169,358,"¢ Pea Mersey)
"
18,187,380,"Reece mec _
"
18,170,388,"eytermern tee @Column(name = ""“Last_modified_by"", length = 50)
"
18,170,418,"Ri en eto Rena
"
18,169,431,"Tr ne et ety : i. ses
"
18,169,448,"Serr een ete i | PAS MCL eee)
"
18,170,478,"Senet a
"
18,171,499,"a cece er) ,
"
18,168,502,"Eee ees SS
"
18,169,532,"Se cec (Clete AUT GT eA LO CCL feet
"
18,170,549,"Sire eieticg @isanignors merc
"
18,133,579,"Se fe
"
18,172,592,"Cites ie aniey 7 private Instant lastModifiedDate = Instant.now(); ; jaa
"
18,4,611,"g © Card . oe
"
18,0,629,"EB res ; , . : : oo
"
18,2,648,"A Preece eec) | private String testString = ""dasistderteststring"" i |
"
18,2,672,"“ COCA arg er
"
18,3788,693,"Tabl
"
18,4,699,"5 ey A F az
"
18,3,709,"s een public String getCreatedBy() { return createdBy; } a
"
18,0,729,"cd ead =
"
18,1,753,"* ote a ; , a
"
18,4,768,"2 Conse ea public void setCreatedBy(String createdBy) { this.createdBy = createdBy; } Pall
"
18,3,796,"2 Coad
"
18,3,814,"3 PT) .
"
18,2,818,"Zs <i public Instant getCreatedDate() { return createdDate; }
"
18,2,840,"z ete
"
18,1,859,"A ene °
"
18,62,867,"ees os — — _ en ee si 5
"
18,27,892,"[ee Re ec Tee
"
18,2,912,"a ree ee See 48:1 LF UTF-8 4spaces# P master “
"
24,4,6,"Lad TA eee ee CCU
"
24,9,32,"Dea er eC er) ae a i ee eT ered Pa ak ae - 2 | ct ZY AOH AG
"
24,3,61,"bee Se ee an een UPA
"
24,2,75,"a SacI LI a Sa ‘hese a
"
24,1,90,". ee ere PLEA he mea a aes
"
24,134,114,"Ce 30 | cc

"
24,4,139,"g pene
"
24,3,143,"H ees @Column(name = “balance"") He
"
24,0,159,"Fs 2 Ine
"
24,2,177,"« cen PP AVE AMM LOLOL CME OT Ne: boob
"
24,2,192,"é Sree enat ny is
"
24,2,214,"u rene Met

"
24,179,232,"Recerca Ae PE TdT et lTs LL EP eLe A e OC N

"
24,177,249,"Xero eee Met ECE SClOn entices

"
24,168,273,"© Constants .

"
24,170,297,"Sere een ey

"
24,168,318,"Se ay public void setId(Long id) { this.id = id; }

"
24,169,338,"fee card er

"
24,169,358,"Seren mete

"
24,185,377,"Ce ee MCs public String getCardNumber() { return cardNumber; }

"
24,170,398,"Ser een cy

"
24,170,418,"SMe en eto

"
24,162,432,"COM een CL) public Card cardNumber(String cardNumber) {

"
24,170,457,"Reece ey 7 = .

"
24,170,467,"See nies scuaeikccteaemaccti neeeieemineds rn

"
24,157,491,"Pere eee eeiey ica a rk

"
24,169,515,"meee ¥

"
24,170,532,"ENC sur) lidat

"
24,171,549,"ire eieticag Ere

"
24,133,579,"Yi Badomeln public void setCardNumber(String cardNumber) { this.cardNumber = cardNumber; } eu

"
24,172,598,"CER et anid
"
24,4,611,"g © Card he
"
24,3,633,"g A A A A
"
24,3,638,"2 es public String getPin() { return pin; } i
"
24,2,659,"Z Sete ee _
"
24,2,676,"“ Cut arg —
"
24,3,698,"A eal public Card pin(String pin) { re
"
24,4,718,"3 ere ee a
"
24,0,728,"kd eres Aa a Pa ie
"
24,5,755,"4 one orca FH =
"
24,4,778,"2 RN el } —
"
24,0,786,"FI ee ea
"
24,2,814,"E car) =
"
24,2,829,"< = r ‘ ‘“ r "" 5 "" rn bal
"
24,2,840,"= ' Mi Slee public void setPin(String pin) { this.pin = pin; }
"
24,1,849,"A roe _

"
24,62,878,"ees
"
24,27,892,"[eee Re Cee

"
24,2,912,"ee ree en See ee ee 301 LF UTF-8 4spaces# P master “
"
30,4,6,"Lad TR eee ee CULE
"
30,9,32,"ea er ECE er ae a ae ee Tere Pa a a - 2 | (cc ae aera Cn ea + )
"
30,3,61,"bee Ce ee eran ere UPA
"
30,4,75,"a ~
"
30,2,78,"3 bam Lisa ae rw oe
"
30,1,99,"€ Se
"
30,134,110,"ery } ce
"
30,3,139,"g pene i
"
30,4,154,"a ae ren Ps P * Fi
"
30,0,162,"ES Fe aan public void setCardNumber(String cardNumber) { this.cardNumber = cardNumber; } Inc
"
30,2,192,"a Srna ns fe
"
30,2,214,"be EOTech ny m m ” . Da
"
30,170,222,"@ CacheContiguration public String getPin() { return pin; }
"
30,169,258,"Xero eee Met
"
30,168,273,"© Constants + + + +
"
30,765,285,"ublic Card pin(String pin =
"
30,170,280,"See een ey i ie B iG Ea
"
30,209,314,"Museu ey Reise tea Pay a
"
30,168,337,"Cpe en ree -
"
30,169,353,"erro ete Z
"
30,170,371,"Serena Mey #
"
30,170,398,"Ser Eee cy
"
30,170,418,"Ri en eto : r c 7 — F
"
30,169,428,"Cece tay public void setPin(String pin) { this.pin = pin; }
"
30,169,457,"Comme see Me
"
30,170,478,"Senecio 4 a
"
30,256,478,"ie public Double getBalance() { return balance; }
"
30,164,490,"See ne Ty
"
30,169,515,"CS sree Me 7
"
30,169,532,"© SwaggerContig , Teen
"
30,755,544,"public Card balance(Double balance) {
"
30,170,549,"© WebConfigurer era
"
30,133,575,"aera) Seip RcOe TDi] ) em Tt eto —_
"
30,172,596,"Neen La as ea !
"
30,4,611,"g © Card # he
"
30,2,629,"By nes 4 _
"
30,2,654,"Z ae eee Tr) _
"
30,2,676,"a © PersistentAuditEvent 7 7 7 i
"
30,4,690,"5 5 Ba rSpostory public void setBalance(Double balance) { this.balance = balance; }
"
30,3,709,"2 F 5 7 VT
"
30,0,707,"Hl aero ABE eka trae eet rae ete eT Lee Ye OTL aT) ~o
"
30,2,739,"é ae caicd _
"
30,1,755,"* en rs —
"
30,4,769,". eae (cynics L
"
30,4,792,"A a
"
30,3,799,"5 CEy a ba
"
30,4,796,". , ae sd Oi public boolean equals(Object o) {
"
30,2,833,"< tet crac a nee al
"
30,1,859,"A ene 3 _
"
30,62,865,"amen tha eg
"
30,27,892,"[eee Re eC eee
"
30,2,912,"a ren er en See ee eae ocr reer me eee
"
31,4,6,"Lad Dee ee CO]
"
31,9,32,"De aC er EC ee ae eS her Pa aka - 2 | ct CY AOD AE
"
31,3,61,"eoteece Ce eee nec ae
"
31,4,75,"a arr) ae
"
31,2,90,"g Py, es
"
31,1,99,"€ tLe
"
31,134,114,"El] } |
"
31,4,139,"¢ pene 7 roe ae
"
31,0,140,"Hi arn PTOI Komment) LEI STL 2)
"
31,2,173,"& Percy
"
31,2,195,"a bale eu Med private static final long serialVersionUID = 1L;
"
31,170,217,"Ronen ey
"
31,170,238,"Recency
"
31,170,249,"eee eee cy private Long id;
"
31,168,277,"© Constants
"
31,170,298,"Sec eee ny
"
31,170,318,"eee uence)
"
31,168,337,"Seman ; , 7
"
31,170,351,"een cy PTS R VE RSME aR McLane ea
"
31,170,377,"Renee
"
31,170,398,"Stereo cry :
"
31,170,409,"Pa ny J Ahem ele) LCM ALL
"
31,170,438,"Sore eee ry
"
31,170,458,"meee eae HEF
"
31,170,478,"Senecio
"
31,157,492,"Perc aC eIcy PTA MTOR r Ta
"
31,170,518,"See mrs
"
31,170,538,"bec)
"
31,170,558,"© WebConfigurer
"
31,133,579,"a PISA Nace LUM Leere Uber Leo
"
31,172,598,"eee ey
"
31,4,616,"s acc}
"
31,3,634,"g A A
"
31,0,629,"EB oes public Long getId() { return id; }
"
31,2,659,"a Pees ecre try
"
31,2,676,"“ Seeman
"
31,3,697,"A oa public void setId(Long id) { this.id = id; }
"
31,4,719,"5 ey
"
31,2,739,"é cacy
"
31,0,750,"of ene ad public String getTransactionId() { return transactionId; }
"
31,4,778,". Seco
"
31,3,796,"2 Cee cL)
"
31,2,814,"z oan) public Debit transactionId(String transactionId) {
"
31,0,835,"sg Mi Slee this.transactionId = transactionId;
"
31,1,860,"A ene z
"
31,62,873,"pe Es Iotha0 aR
"
